,,,,L,,334501,5465026000 5465026100 5465026200 5465026300,,,,,
,,06/03-,2WD/4WD All without Height Control,R,,334506,546602B200,,,344500,553102B201 553102B211,
,,,,L,,334507,546502B200,,,,,
,TUCSON/JM,04/07-,"2.0i-16V, 2.0 CRDi for 2WD&4WD, 2.7 V6 for 4WD",R,,334502,546512E201 546512E500,R,,334504,553512E202 553512E501,
,,,,L,,334503,546612E201 546612E500,L,,334505,553612E201 553612E501,
,TRAJET XG,99-,GF-F20/27 chassis No.KMD (H/J) MG (H/J/F),R,,334237,546603A000 546603A200,,,344297,553003A000 553003A510,
,,,,L,,334238,546503A000 546503A200,,,,,
,ENTOURAGE,06-,Long wheel for USA,,,,546614D100 546614D201,,,349094,553104D100 553104D400 553104D401 553104D500,
,H1 STAREX,97-,2WD chassis No.KMJ ** * with Short Wheel Base and Rear Coil Spring Sus.,,,344285,543104A000 543104A100,,,344287,553104A000 553104A100,
,,97-,2WD chassis No.KMF* * * /KMJ*** with Long Wheel Base and Rear Leaf Spring Sus.,,,344285,543104A500,,,344286,553104A500,
,GALLOPER,91/10-,"2.5D, 2.5TD, 2.6 chassis No.KMJK",,444068,344119 554061,HB217100A HB217300,,443198,343239 553142,MB24118 MB242115 MB242116 MB242117 MB242815 MB242816,
,,91/10-,"2.5D, 2.5TD, 2.6 chassis No.KMJK",,,344119 554061,54300M1070,,,343325,55300M1400 HB227100 HB227200 HB227800 HB227880 HB227900 HR212800 HR212802,
,,92-,"2.5D, 2.5TD, 2.6 chassis No.KMJK Rear Coil Spring Suspension",,,344119 554061,54300M1070 HB217100A HB217300,,,344116 554068,HB227400,
,TERRACAN,01/05-,"2.5TD, 2.9CRDi, 3.5i",,,344453 554338,54310H1150 54310H1160,,,344454 554339,55300H1160 55310H1150,
,GRACE,,,,444039,344329 554047,5430043003,,444026,344330,5530043003,
,PORTER,,,,444022,344332 554046,5430044003,,444151,344333 553255,5530044104,
,H100,93-,Minibus/Van/Truck,,444128,554095,5430043102 5430043160,,444023,344334 553116,5530043430 5530043431,
,,06~,Truck for Mexico,,,554095,543004F000,,,554354,553004F700,
ISUZU,GEMINI,74/11 -87/01,"PF50, PF60, PT60",,443351,553090,8942032091 8942070760 8942514170 8942514210 8942531450,,443350,553089,8942002193 8942514250 8942514270 8942531470,
,GEMINI/I-MARK,85/03-90/03,JT150 except HEAVY DUTY SUS.,R,632042,332034,8941528421 8941752410 8941758461 8944111871 8944300410 8944399000,,442058,342013 552022,8941064565 8941772350 8944025270 8944111140 8944336130 8944399020 8944412790 8944620770,
,,,,L,632043,332035,8941528411 8941752400 8941758451 8944111861 8944300400 8944398990,,,,,
,,85/03-90/03,JT150 incl. HEAVY DUTY SUS.,R,,332034,8941528421 8941752410 8941758461 8944111871 8944137521 8944300410 8944399000,,,342013 552022,8941064565 8941772350 8944025270 8944076261 8944111140 8944336130 8944399020 8944412790 8944620770,
,,,,L,,332035,8941528411 8941752400 8941758451 8944111861 8944137511 8944300400 8944398990,,,,,
,,86/04-90/03,"JT150, JT600 DIESEL",R,633065,333070,8944186770,,442058,342013 552022,8941772350,
,,,,L,633066,333071,8944186760,,,,,
,,86/04-90/03,"JT150, JT150(TURBO), JT600 DIESEL",R,,333070,8943634880 8944186770 8944286912,,,342013 552022,8941772350 8944286970,
,,,,L,,333071,8943634870 8944186760 8944286902,,,,,
,GEMINI/IMPULSE,90/02-93,JT151/641 without ABS,R,633152,333147,8943844082 8943844121 8944645393,R,632074,332072,8943659682 8943659702 8943845772 8944645843 8970174960 8970265080,
,,,,L,633153,333148,8943844072 8943844111 8944645373,L,632075,332073,8943659672 8943659692 8943845762 8944645833 8970174950 8970265070,
,,90/02-93,JT151/641 with ABS,R,633152,333147,8943844102 8943844141,R,,,8943659722 8944645865,
,,,,L,633153,333148,8943844092 8943844131,L,,,8943659721 8944645855,
,,90/02-93,JT191 without ABS,R,,333147,8943725912 8943774662,R,,332076,8943774864 8970220542 8970469881,
,,,,L,,333148,8943725902 8943774652,L,,332077,8943774854 8970220532 8970469871,
,,90/02-93,JT191 with ABS,R,,333147,8943774682 8943775412,R,,,8943774884 8970220562,
,,,,L,,333148,8943774672 8943775402,L,,,8943774874 8970220552,
,FLORIAN,67-83/03,"PA10, 20, 30(Except VAN) PAD30 Serieo(Include PA30K)",,443071,,5516300360 9516303110 9516306010,,443073,553028,9516302970 9516306260 9516306290,
,,69-83/03,"PA20V, 30V (VAN)",,443071,,9516303110,,,553055,9516302870 9516306070,
,ASKA,83/04-90,JJ1#0,,666004,,8941085982,,,,,
,,83/04-90,"JJ110, 120, 510",,,,8941182850 8941182860 8941182870 8941182880 8942543342 8942543352,,443210,,8941183040 8942543212,
,117 COUPE,69-81,"PA90, 95, 96",,443071,,5516300030 5516300220 9516300030,,443336,553055,5516300050 5516300230 9516306730,
,MU/WIZARD/RODEO,97-,"UES25/73, UER25",,,344298,8971250103 8971400822 8971794420 8971794430,,,344299,8971240103 8971249093 8971249112 8971794440 8971794450,
,BIGHORN/TROOPER,81-86/10,UBS52,,443188,343334 553087,8942269440,,443186,343337 553108,8942354730 8942373840,
,,86/11-91,UBS12/52 (Exc.Heavy Duty Sus.),,444132 445069,344317 554099,8944386511 8944386522,R,444083,344318 553204,8943168170 8943168190 8944386551 8944386561 8944496641,
,,,,,,,,L,444083,344318 553204,8943168180 8943168200 8944386591 8944386601 8944496651,
,,92-,UBS69,,,344279,8970393201 8971200361,,,344229 554127,8970393221 8971200370 8971200380,
,,92-,UBS69,,,554125,8943746362,,,344229 554127,8943744492,
,,98/02-,"UBS26/73, V6-3.5/3.0D, 4WD Wagon",,,344355,8970438162 8971135002,,,344229 554127,8970438171 8970438172 8970438182 8970438281 8973047530,
,FARGO/MIDI/SETA,80-88/11,"WFR10, 11, 50, 51, 53",,444065,344113,8942267710 8942269710,,444040,344114,8942265830 8942265831,
,,88/11 -,"WFR10, 11, 50, 51, 53 (9800 series 2WD)",,444065,344113,8944682901,,444040,344114,8944558220,
,,83/11 -,"WFS51, 53",,,,8941013170,,444055,554075,8942595631 8942595651 8942595660 8944558230,
,WASP,64 - 72/02,"KR10, 10V, KRD10",,443188,343334 553087,9516301280,,444025,344063 553058,9516301410,
,FASTER/CAMBO/BRAVA/RODEO,72/02-76/12,"KB20, 30 Series",,443188,343334 553087,9516306590 9516306591 9516306740 9516306741,,444025,344063 553058,5516300190 5516300470 9516306600 9516306750 9516306751,
,,77-80/10,"KB20, 30 Series",,443188,343334 553087,9516306592 9516306593 9516306742,,444025,344063 553058,5516300191 5516300471,
,,80/10-,"KBD21, 26(2WD)",,443190,343336 553119,8942237520,,443186,343337 553108,8942231641 8942232931,
,,80/10-,"KBD41, 46(4WD)",,443188,343334 553087,9516306593,,443186,343337 553108,8942231641 8942232931,
,,88/04-,TFR Series (2WD),,443190,343336 553119,8970140420,,443264,343355 553230,8944336970 8944731860,
,,88/04-,TFR Series (2WD),,443342,553287,8944463731 8944463741,,443264,343355 553230,8941134690 8944336932 894433697A 8944731870,
,,88/04-,TFS Series (4WD),,443216,343324 553171,8944336872 8944336881 8970226510,,443264,343355 553230,8944336970 8944731860,
,,87-,TF94S(2WD),,,343322,8944549182,,,344303,8944549202 8944549212,
,,87-,TF940(4WD),,,343323,8944549192,,,344303,8944549202 8944549212,
,D-MAX/RODEO,03/06-,TFS (D/ER3) Series 4WD ALL,,,344420,8972515562 8973685960 8973685970 8973716390 8973716391 8973722860 8973722870 8979408153,,,344422,8973018424 8973617110 8973685990 8973686010 8973686030 8973716130 8979408444,
,,03/06-,TFR(D/EL3) Series 2WD without High Ride Suspension ALL,,,341355,8972362990 8972449553 8972449554 8973717490,,,344421,8973018434 8973685980 8973686000 8979408454,
,,03/09-,TFR(D/EL3) Series 2WD with High Ride Suspension ALL,,,344420,8972515562 8973685960 8973685970 8973716390 8973716391 8973722860 8973722870 8979408153,,,344422,8973018424 8973617110 8973685990 8973686010 8973686030 8973716130 8979408444,
,MU-7/ALTERRA,06/08-,Alterra for Philippines,,,349058,8973635201 8979452010 8980560250,,,349059,8973635211 8979451900 8980560430,
,FASTER/TROOPER,,,,,,,,443240,343367 553153,8941268400,
,HI-LANDER,00-,"MSG-5K(2.5D), AWO3-72LE (2.5Turbo-D)",,443190,343336 553119,8970140420,,443186,343337 553108,8971096330,
,LIGHT ELF/ELF150,68-72/08,"KA20, 40, 50",,444028,344062 553282,9516302940 9516303090 9516306310,,444023,344334 553084,9516302950 9516303100,
,,72/09-,"KA41, 51 KAD/G41, 51",,444028,344062 553282,5516300010 9516303090 9516306310,,444151,344333 553255,9516306710 9516306712,
,,72-,KA501,,444028,344062 553282,5516300011 5516300012 5516300311 5516300312,,444151,344333 553255,9516306712,
,,80-,KAG51ZVE,,444028,344062 553282,5516300010 9516303090 9516306310,,444055,344344 554075,5516300661 5516300670,
,ELF150/ELF250,86/03-,"NHR54, 55",,444201,,8941674580 9516306652,,444086,344320,8941674601,
,,84/06-,NKR55EU1,,444213,344319,8944466900 8979163500,,444086,344320,8941674600,
,,86-97,NKR55,,444213,344319,8971079850,,444180,,8942494021 8971079860 8979163520,
,,96-,NKR66E,,444261,,8972535920,,,,,
,TRUCK,86-95,NRP Series (NPC and NPN),,,,,,,555012,951630660,
,ELF 4WD,87/09-,NKS58 except Damp,,,,8944400381,,445075,,9516302532,
,ELF250WIDE/ELF350,84/06-,"NPR57, 58, 59",,445016,345025,8970830270 9516306471,,444058,344328 553256,9516306660,
,,96-,NPR71L,,445079,,8970830350,,,,,
,ELF,61-69,TL Series All (Except TL60 Series),,444198,,9516301710,,444057,344335,9516300460 9516301720 9516301740,
,,66-69,TL60 Series,,444198,,9516301710,,445047,,9516302530,
,,70-75/07,"TL10, 20, 30 Series (TL20 Series 70-74)",,444028,344062 553282,9516303210 9516306650,,444058,344328 553256,9516303000 9516306660,
,,70-75/07,"TL40, 50 Series (D.Tire)",,444028,344062 553282,9516303210 9516306650,,444057,344335,9516303220 9516306610,
,,70-75/07,TL60 Series (D.Tire),,444028,344062 553282,9516303210 9516306650,,445047,,9516302530,
,,70-75,TL MICRO BUS Series,,444198,,9516303240 9516306630,,444057,344335,9516301740,
,,70-80/01,KS Series (ELF350),,445016,345025,9516306470,,444058,344328 553256,9516303000 9516306660,
,,74 - 75/07,TL20 Series,,444028,344062 553282,9516306650,,444151,344333 553255,5516300020,
,,80/02-84/05,TL34 Series (FLAT LOW),,444028,344062 553282,9516306651,,444023,344334,9516300520,
,,80/02-84/05,"KS, KT Series (Except FLAT LOW 15A, 16A, 24A, 25A, 26A)",,445016,345025,9516306471,,444058,344328 553256,9516306660,
,,80/02-84/05,"KS, KT FLAT LOW Series (15A, 16A, 24A, 25A, 26A)",,444201,,5516300600,,444168,,5516300620,
,,72-,"KUD, KUV MICRO BUS Series",,444057,344335,9516306690,,,,9516306560,
,HIGH-PACK VAN,83/01 -,UFR52G,,,,,,444084,,5516300412,
,JOURNEY (LIGHT BUS),66~67,BL Series All,,444198,,9516301710,,,,,
,,68~71,BL Series All,,444028,344062 553282,9516303210 9516306650,,444058,344328 553256,9516303000 9516306640 9516306660,
,,72-80/01,"BL, BE Series",,445016,345025,9516306470,,444057,344335,9516306610,
,BUS,,MR,,,,,,445057,,1516301890,
,,,,,,,,,444171,,5516300720,
,,-65,BR (LEAF SPRING),,446007,,9516301160,,447017,,9516301170,
,,-68,BY,,444197,344326 553280,9516301700 9516303910,,445054,,1516301670 9516302830,
,,58-65,BD,,,,9516302860 9516303740,,447016,,9516303700 9516303880,
,,59-,BX,,445055,,9516301770 9516302370 9516303390,,447017,,9516302680 9516303420 9516303870,
,,59-64,BB,,445055,,9516301770 9516302370 9516303390,,,,9516302210 9516302700,
,,59-70,BA(LEAF SPRING),,446007,,9516302670 9516303560 9516303790,,447017,,9516302680 9516303420 9516303870,
,,62-80/01,BU (LEAF SPRING),,446007,,9516302670 9516303560 9516303790,,,,9516302160 9516302690 9516303810,
,,64-,"BF, BS",,446007,,9516302670 9516303560 9516303790,,447017,,9516302680 9516303420 9516303870,
,,71 -80/01,BA(LEAF SPRING),,446007,,9516302670 9516303560 9516303790,,,,9516303690 9516303820,
,TRUCK,87/12-,"FORWARD FRD/FRR11, 12, 13",,444209,,1516302171 1516302191,,,,,
,,,,,,,,,445055,,1516300970,
,,,,,444055,344344 554075,8944558230,,,,,
,,85/05-87/11,"FORWARD FRR/FSR11, 12, 13",,444203,,1516301211,,,,,
,,86/03-,"FORWARD FSR11, 12, 13",,444207,,1516302180,,,,,
,,87/12-,"FORWARD FRD11, 12, 13",,444209,,1516302190,,,,,
,,,,,,,,,445064,,1516301800,
,,,430,,444060,344331,1516300280,,,,,
,,59-,TX Series,,445055,,9516300410,,,,,
,,59-,TXD.E Series All,,446007,,9516302140 9516302670 9516303560 9516303790,,,,,
,,61-,TD SERIES ALL TP SERIES ALL,,446007,,9516301160 9516302140,,,,,
,,66-,TR SERIES ALL TY SERIES ALL,,444197,344326 553280,9516301700,,445054,,9516302330 9516303380,
,,70- 74/04,SBR Series All (FORWARD),,444197,344326,9516301780 9516303910,,,,,
,,74-,SBR Series 420,,445061,,1516300200 1516300930 1516301731,,,,,
,,74/05-80/12,"SBR Series, SCR Series, FCR Series All (FORWARD)",,444060,344331,1516300320 1516300330 1516300390 1516300391 1516300392,,,,,
,,80-,840FTR,,445061,,1516302020,,,,,
,,80-,SSH701J,,,,,,445061,,1516000200 1516002652 1516002662 1516002711 1516002721 1516300200,
,,83/07-,"CXK, CXM, CXZ, CVR14, 17",,446034,,1516300530 1516300532,,,,,
,,83/09-,"FSR, FTR",,445064,,1516301600 1516301802 1516301803,,445054,,1516301670,
,,96/01~,CXH for China,,446055,,1516304290,,446056,,1516304430,
,,98/11~,NQR70,,444321,,8972536190,,,,,
,,~97,4BE1,,444268,,8972536170,,444269,,8972536510,
,,01/07-03/08,"FRR34, CLG87",,444324,,1516303810,,,,,
,,06/01 -,CYH52TX-7/CYH52TX-12,,446066,,1516308091,,,,,
,,06/10-,"CYH52SM, CYH52SD",,446064,,1516304440,,,,,
,,06/10-,CYZ52,,446067,,1516304170,,,,,
,,06/10-07/02,EXR52E-7S,,446068,,1516308330,,,,,
,,06/12-,EXD52E-12SG,,446069,,1516308360,,447032,,1516308440,
KIA,PICANTO,04/01 -,"1.0L/1.1L LX, EX",R,,332500,5466007100,,,343405,5531007100,
,,,,L,,332501,5465007100,,,,,
,PRIDE,87-91,DA,R,,332041,K13734700 KY0134700A,,441099,341079,D00128700C MD00128700H,
,,,,L,,332042,K13734900 KY0134900A,,,,,
,,96-,DA,R,632110,332054,DX1834700A,,441099,341079,D00128700C MD00128700H,
,,,,L,632111,332055,DX1834900A,,,,,
,RIO/RIO RX-V,00/02-00/03,"KNADC22/24;1.3L, 1.5L 4DSedan & 5DHatchback",R,,,K30A34700H,,,343353,K30A28700H,
,,,,L,,,K30A34900H,,,,,
,,00/04-02/07,"KNADC22/24;1.3L, 1.5L 4DSedan & 5DHatchback",R,,333502,K30A34700J K30A34700K K32B34700 KC33C34700F,,,343353,K30A28700H K32B28700 K33C28700,
,,,,L,,333503,K30A34900J K30A34900K K32B34900 KC33C34900F,,,,,
,,02/07-03/11,"KNADC22/24;1.3L, 1.5L 4DSedan & 5DHatchback",R,,333512,54660FD000 54660FD050 54660FD101,,,,55310FD050,
,,,,L,,333513,54650FD000 54650FD050 54650FD101,,,,,
,,03/11 -05,"1.3Li L, LX, LS & 1.5Li LS Sedan & Hatchback for Australia & Europe",R,,333512,54660FD000 54660FD050 54660FD101,,,343424,55310FD051,
,,,,L,,333513,54650FD000 54650FD050 54650FD101,,,,,
,RIO/RIO 5,05/03-,ALL,R,,,546601G100 546601G200 546601G400,,,348007,553101G110 553101G210,
,,,,L,,,546501G100 546501G200 546501G400,,,,,
,SEPHIA I/MENTOR/LEO,93-97,FA Without ABS,R,633168,333109,K20134700E K20334700F K21634700,,633170,333111,K20128700F,
,,,,L,633169,333110,K20134900E K20334900F K21634900,,,,,
,,93-97,FA With ABS,R,633248,333369,K21634700A,R,633250,333371,K21628700C,
,,,,L,633249,333370,K21634900A,L,633251,333372,K21628900C,
,SEPHIA II/SHUMA,98-00/05,K2BA/B/C/D,R,,333262,K2A134700D K2A334700D K2A334700H,R,,333264,K2A128700B K2A328700B K2A328700E,
,,,,L,,333263,K2A134900D K2A334900D K2A334900H,L,,333265,K2A128900B K2A328900B K2A328900E,
,SPECTRA/SHUMA II,00/06-,KNAF/KNEF,R,,333316,K2NA34700A K2NB34700A K2ND34700F,R,,333302,K2N128700A K2N328700A,
,,,,L,,333317,K2NA34900A K2NB34900A K2ND34900F,L,,333303,K2N128900A K2N328900A,
,,01/05-,KNAF/KNEF for Europe,R,,333316,K2ND34700F,R,,333364,K2SA28700A K2SB28700A,
,,,,L,,333317,K2ND34900F,L,,333365,K2SA28900A K2SB28900A,
,SPECTRA/SHUMA,00-01,ALL for USA,R,,333314,K2DJ34700 K2DK34700,R,,333264,K2A128700D K2A328700E K2DJ28700,
,,,,L,,333315,K2DJ34900 K2DK34900,L,,333265,K2A128900D K2A328900E,
,,02-03,"without ABS, Anti-Lock Brakes for USA",R,,333316,K2NE34700,R,,333302,K2NE28700A,
,,,,L,,333317,K2NE34900,L,,333303,K2NE28900A,
,,02-03,"with ABS, Anti-Lock Brakes for USA",R,,333316,K2NF34700,R,,,K2NF28700A,
,,,,L,,333317,K2NF34900,L,,,K2NF28900A,
,,04-,ALL for USA,R,,333316,K2NF34700A,R,,333364,K2NE28700B K2NF28700B,
,,,,L,,333317,K2NE34900A K2NF34900A,L,,333365,K2NE28900B K2NF28900B,
,SPECTRA/CERATO,05-,"EX, LX, SX for USA",R,,333490,546612F100 546612F200 546612F300 546612F400,R,,333492,553612F100 553612F200 553612F300 553612F400,
,,,,L,,333491,546512F100 546512F200 546512F300 546512F400,L,,333493,553512F100 553512F200 553512F300 553512F400,
,CEE'D,06/12-,ALL,R,,,546511H000 546511H100,,,349084,553101H000 553101H100 553101H200,
,,,,L,,,546611H000 546611H100,,,,,
,,,,,,,_,,,,,
,CREDOS I II /CLARUS,96/05-00,KNAGC/K9A* ALL except Drum Brake,R,634100,334231,K9A034700A K9A234700 K9AA34700 K9AE34700,R,634102,334233,K9A028700A K9A128700A K9A428700B K9AA28700A K9AB28700A K9AC28700A K9AE28700,
,,,,L,634101,334232,K9A034900A K9A234900 K9AA34900 K9AE34900,L,634103,334234,K9A028900A K9A128900A K9A428900B K9AA28900A K9AB28900A K9AC28900A K9AE28900,
,,96/05-00,KNAGC/K9A* 1800 With Rear Drum Brake,R,634100,334231,K9A034700A,R,,,K9A228700B K9A328700A K9DA28700A,
,,,,L,634101,334232,K9A034900A,L,,,K9A228900B K9A328900A K9DA28900A,
,OPTIMA/LOTZE/MAGENTIS,00/06-,KMHE*41*P**,,,341280,5461138600 5461138700,,,341281,5531138600 5531138700,
,,05/11 -,ALL,R,,334508,546612G300,,,344501,553112G100,
,,,,L,,334509,546512G300,,,,,
,CONCORD,,,R,633069,333055,G11334700B,,633041,333027,G11328700A G11328900A,
,,,,L,633070,333056,G11334900B,,,,,
,OPIRUS/AMANTI,04-06,ALL,,,341481,546113F400,,,341483,553113F400,
,,07-,ALL,,,341482,546113F800,,,349060,553113F800,
,CARENS,99-,KNHFC,R,,333314,K2C034700D K2C134700E K2DJ34700 K2DK34700 K2M334700F K2N134700F K2N334700F,R,,333264,K2C028700A K2C128700A K2CA28700 K2CB28700 K2DJ28700 K2DK28700,
,,,,L,,333315,K2C034900D K2C134900E K2DJ34900 K2DK34900 K2M334900F K2N134900F K2N334900F,L,,333265,K2C028900A K2C128900A K2CA28900 K2CB28900 K2DJ28900 K2DK28900,
,CARNIVAL/SEDONA,98-,"KNHUP 2.5V6, 2.9Diesel MiniVan Without ABS",R,,335024,K55234700 K55234700B,,,344296 554145,K55228700 K55F28700B,
,,,,L,,335025,K55234900 K55234900B,,,,,
,,99/01 -,"KNHUP 2.5V6, 2.9Diesel MiniVan With ABS",R,,335042,K55B34700 K55F34700,,,344296 554145,K55228700 K55F28700B,
,,,,L,,335043,K55B34900 K55F34900,,,,,
,,02-05,"EX, LX ALL for USA",R,,335063,0K52Y34700A 1K52Y34700B,,,344296 554115,0K53A28700E,
,,,,L,,335064,0K52Y34900A 1K52Y34900B,,,,,
,,06-,Short & Long wheel,,,,546614D100 546614D201,,,349094,553104D100 553104D400 553104D401 553104D500,
,CARSTAR/JOICE,00~,KMYMS (M300E),,634042,334070,54650M2000,,443265,343262,55310M2000 55310M2100,
,SPORTAGE,94/09-99,ALL,,,341190,K01134700 K01P34710,,,344359 554094,K01828700,
,,00/10—02/09,ALL,R,,341394,0K08G34710A,,,344359 554094,0K01P28700,
,,,,L,,341395,0K08G34720,,,,,
,SORENTO,02/04-,KNA/E/C****1/2/3 ** 2.4/3.0/2.5Diesel 2WD SUV without Self Levelizer,R,,341364,546403E030,,,,553003E000,
,,,,L,,341365,546303E030,,,,,
,,02/04-,"2.5CRDTi, 2.4i, 3.5i",R,,341364,546403E020 546403E021 546403E022 546403E023,,,344451,553003E020 553003E060,
,,,,L,,341365,546303E020 546303E021 546303E023 546303E024,,,,,
,,05-,EX/LX without Self Leveling sus. For USA,R,,,546403E032,,,349005,553003E050,
,,,,L,,,546303E032,,,,,
,PREGIO,97-,KNHTR,,441109,341247,K72A34710B,,,344292,K72K28700C,
,,,,,443215,553223,94808520,,,,,
,BESTA,92/10-,K70Y/Z;2.2D,,444162,344302,K71034700 K71E34700,,443302,343320,K72128700A,
,BONGO FRONTIER,97/03-,K62* PICK UP Truck (2700Diesek Single/King Cabin),,444162,344302,K60A34700 M71E34700,,444025,344063,K60A28700A,
,K3500S,,,,444153,,K46734700A,,,,,
MAZDA,121/FESTIVA,85/10-91,"DA1, DA2, DA3, DAJ Except Adjustable Damper",R,632110,332054,D00134700 D00134700A,,,341079,D00128700B D00128700C D00128700E D00128700F DA4828700E,
,,,,L,632111,332055,D00134900 D00134900A,,,,,
,,86/10-91,DA3V (Cargo),R,632110,332054,D00134700 D00134700A,,,,D03328700E,
,,,,L,632111,332055,D00134900 D00134900A,,,,,
,,91-96,DB,R,632087,332068,D06134700B D06134700C DA9734700 DB0934700A DB0934700B,,,341167,D06128700C D10128700A D10728700A DA9728700B,
,,,,L,632088,332069,D06134900B D06134900C DA9734900 DB0934900A DB0934900B,,,,,
,,94/01 -,DB w/Anti Lock Brake,R,,,D10234700A DB5234700C,,,,1E0034800A,
,,,,L,,,D10234900A DB5234900C,,,,,
,121/METRO/DEMIO/FESTIVA WAGON,97/01 -98/01,DW3/5W,R,633200,,D20134700 D20534700,,,,,
,,,,L,633201,,D20134900 D20534900,,,,,
,,98/01-99/12,DW3/5W,R,,333266,DC2034700 DC2234700 DC3534700 DC3734700,,,341252,DC2028700A,
,,,,L,,333267,DC2034900 DC2234900 DC3534900 DC3734900,,,,,
,,00/01-02/12,DW3/5W,R,,333266,DC2034700 DC2234700 DC3534700 DC3734700,,,341323,D26728700B D27828700C,
,,,,L,,333267,DC2034900 DC2234900 DC3534900 DC3734900,,,,,
,DEMIO/VERISA,03/01 -07,"DEMIO(DY), VERISA(DC)",R,,333414,2S6118045CD D35034700A D35034700C D46134700,,,553308,D3502870XD,
,,,,L,,333415,2S6118K001CC D35034900A D35034900C,,,,,
,DEMIO/MAZDA 2/Ford FIESTA,03/01 -07,"MAZDA 2(DY), Ford FIESTA (JH)",R,,333400,1227710 2S6118045AH DDY23470YA K8N7A3M7118045AC,,,553308,1209075 256118008AB 3M7118008AF DD322870XD,
,,,,L,,333401,DDY23490Y,,,,,
,,07/10-,DE ALL,R,,333494,2A21381A D65134700E DF7134700F DH0134700,,,553379,D6512870XA DF712870XB,
,,,,L,,333495,2A21381B D65134900E DF7134900F DH0134900,,,,,
,"FAMILIA PRESTO/1200, 1300",69/12-72/02,"SPC, STB, SPVC(VAN), STBV(VAN)",,,,031649310 031649330 084549320 084549340,,443081,553039,066228700 077828700 077899281,
,,72/02-76/02,"STB, SPC, STBV(VAN), SPVC(VAN), M10C(R0TARY COUPE), FA3TSeries",,663016,363008,031734910 032934910 032934960 042934960 049234910,,443081,553039,025928700 065228700 066228700 077828700,
,FAMILIA/323,77/01-79/06,FA4#S series (Except VAN),,663017,363009,853134910 853134960,,443082,343028,853128700 853199281,
,,79/06-80/05,FA4#S series (Except VAN),,663018,,857234910A BB6234910A BB6234960A,,443082,343028,813428281 853128700 853199281 913499281,
,,78-79/06,FA4#V serie((VAN),,663017,363009,853134910 853134960,,443083,343065,856528700 856599281,
,,79/06-81,FA4#V serie((VAN),,663018,,857234910A BB6234910A BB6234960A,,443083,343065,856528700 856599281,
,,81/11-85/12,FA4T serie((VAN),,663018,,857234910A BB6234910A BB6234960A,,,,BB6228700 BB6299281,
,323/FAMILIA/Ford LASER,80/06-85,"BD1011/12, BD1031/32, BD1051/52",R,633010,333007,B00134700C B02934700C,R,632004,332009,B00128700C B02928700C B04828700 B00128700E B03728700,
,,,,L,633011,333008,B00134900C B02934900C,L,632005,332010,B00128900C B02928900C B04828900 B00128900E B03728900,
,,83/06-85,"BD1051 (XG, XG-R Turbo)",R,633010,333007,B02934700C,R,,,B08428700A,
,,,,L,633011,333008,B02934900C,L,,,B08428900A,
,,85/07-89/05,"BFTPF, BFSPF, BF7PF",R,633049,333025,B09234700 B18034700 B09234700B B18034700B,R,632034,332019,B09228700D B09228700G,
,,,,L,633050,333026,B09234900 B18034900 B09234900B B18034900B,L,632035,332020,B09228900D B09228900G,
,,85/07-89/05,"BFMPF, BFMSF, BF5P",R,633049,333025,B09734700 B22234700 B09734700B B22234700B,R,633111,333085,B09728700D B09728700F,
,,,,L,633050,333026,B09734900 B22234900 B09734900B B22234900B,L,633112,333086,B09728900D B09728900F,
,,86/12-89/05,"BFMP, BFSP",R,633049,333025,B09734700 B22234700 B09734700C B22234700B,R,,333085,B26028700 E00128700 B26028700B E00128700B,
,,,,L,633050,333026,B09734900 B22234900 B09734900C B22234900B,L,,333086,B26028900 E00128900 B26028900B E00128900B,
,,85/07-89/05,BF with Heightening Road Clearance,R,633049,333025,BT8S34700A,R,632032,332017,BG6228700A BG6228700C BG6228700B BT8S28700A,
,,,,L,633050,333026,BT8S34900A,L,632033,332018,BG6228900A BG6228900C BG6228900B BT8S28900A,
,,85/11-87/04,"BF5W, BF7V (Wagon/Van)",R,633049,333025,B09734700 B22234700 B09734700C B22234700B,R,633111,333085,B09728700D B09728700F,
,,,,L,633050,333026,B09734900 B22234900 B09734900C B22234900B,L,633112,333086,B09728900D B09728900F,
,,85/11-94,"BF3/5/7V, BF5W, BW12 Wagon/Van)",R,633049,333025,B09734700 B22234700 B09734700C B22234700B,R,633072,333072,B21628700C BJ0128700D BJ3628700B,
,,,,L,633050,333026,B09734900 B22234900 B09734900C B22234900B,L,633073,333073,B21628900C BJ0128900D BJ3628900B,
,323/FAMILIA/Ford LASER,89/01 -94/08,BG3/5/7 2WD 3/4Door Normal Sus.&Power,R,633137,333126,B45534700D B45534700E B45934700D B65534700A,R,633143,333132,B45528700 B45928700A B60328700A,
,,,,L,633138,333127,B45534900D B45534900E B45934900D B65534900A,L,633144,333133,B45528900 B45928900A B60328900A,
,,89/06-94/08,"BG3/5S, BG3/5P 2WD 3/4Door Normal Sus.&Power",R,633137,333126,B62534700A B62534700B BR7034700 BR7034700D BR7034700E,R,633143,333132,BB1P28700A BR7028700A,
,,,,L,633138,333127,B62534900A B62534900B BR7034900 BR7034900D BR7034900E,L,633144,333133,BB1P28900A BR7028900A,
,,89/06-94/08,"BG3/5S, BG3/5P 2WD 3/4Door with Heightening Road Clearance",R,633137,333126,B62534700A B62534700B BR7034700 BR7034700D BR7034700E,R,633088,333097,BS0628700,
